hosts_time_as_user_months,hosts_time_as_host_months,host_listings_count,neighbourhood_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,estimated_occupancy_l365d,review_scores_rating,calculated_host_listings_count,vacancia_dias,faixa_preco,faixa_reviews,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Other,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in hotel,numero_amenities,log_price
2.0,1.0,1.0,Centro,-22.9033234,-43.18649449999999,4,1.0,1.0,2.0,457.61,1.0,365.0,365,1,6,5.0,1,359,"(400, 600]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,36,6.1282001756810525
2.0,7.0,1.0,Centro,-22.90967466155452,-43.186078034341335,2,1.0,1.0,1.0,297.0,1.0,30.0,190,7,12,4.57,1,353,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.697093486505405
2.0,7.0,3.0,Centro,-22.907025805563247,-43.19416556507349,2,1.0,1.0,1.0,302.5,2.0,100.0,28,26,24,5.0,3,341,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,36,5.715381610499553
2.0,7.0,3.0,Centro,-22.90759,-43.19337,2,1.0,1.0,1.0,302.5,2.0,100.0,26,7,0,5.0,3,365,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,36,5.715381610499553
2.0,3.0,1.0,Centro,-22.91057,-43.18791,2,1.0,1.0,2.0,291.0,2.0,30.0,253,75,42,4.92,1,323,"(200, 400]","(50, 1000]",False,False,False,False,True,False,False,False,False,False,False,False,False,32,5.676753802268282
2.0,6.0,59.0,Centro,-22.9162084,-43.1884483,4,1.0,1.0,2.0,463.0,1.0,1125.0,217,10,60,4.8,7,305,"(400, 600]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,34,6.139884552226255
2.0,7.0,1.0,Centro,-22.913463592529297,-43.189002990722656,3,2.0,1.0,2.0,981.5,2.0,20.0,145,2,0,5.0,1,365,"(900, 1500]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,30,6.890100343743416
2.0,2.0,3.0,Centro,-22.904564364489755,-43.18091478198767,3,1.0,1.0,2.0,253.25,3.0,60.0,225,16,48,4.94,2,317,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,22,5.538318034928669
11.0,11.0,1.0,Centro,-22.90028,-43.17834,3,1.0,1.0,1.0,399.41,1.0,365.0,71,30,180,4.93,1,185,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,5.99248902215417
1.0,3.0,1.0,Centro,-22.91155,-43.17607,4,1.0,1.0,1.0,335.0,1.0,365.0,96,8,48,4.63,1,317,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,5.817111159963204
1.0,9.0,3.0,Centro,-22.9110678,-43.1867452,6,1.0,1.0,2.0,217.0,1.0,15.0,270,6,18,4.83,3,347,"(200, 400]","(5, 20]",False,True,False,False,False,False,False,False,False,False,False,True,False,8,5.384495062789089
1.0,9.0,3.0,Centro,-22.90988,-43.18592,4,1.0,1.0,2.0,224.0,1.0,365.0,364,4,12,4.0,3,353,"(200, 400]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,10,5.41610040220442
1.0,9.0,3.0,Centro,-22.910185351864417,-43.187187363532,2,1.0,1.0,2.0,263.0,1.0,365.0,364,4,12,4.5,3,353,"(200, 400]","(0, 5]",False,False,True,False,False,False,False,True,False,False,False,False,False,6,5.575949103146316
1.0,3.0,10.0,Centro,-22.9092119,-43.1783942,2,1.0,1.0,1.0,324.0,1.0,365.0,349,3,18,4.33,1,347,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,26,5.783825182329737
1.0,1.0,2.0,Centro,-22.909518,-43.194209,3,1.0,1.0,2.0,242.5,2.0,1125.0,4,7,42,5.0,1,323,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,25,5.495116942522644
1.0,11.0,3.0,Centro,-22.912036877368777,-43.18642538040877,3,1.0,1.0,2.0,204.5,2.0,90.0,89,48,18,4.9,3,347,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,26,5.32544603393629
1.0,11.0,3.0,Centro,-22.91179,-43.19235,3,1.0,1.0,1.0,193.0,2.0,90.0,77,36,18,5.0,3,347,"(0, 200]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,27,5.267858159063328
1.0,2.0,1.0,Centro,-22.91319274902344,-43.18635940551758,4,1.0,1.0,2.0,411.0,2.0,15.0,354,9,0,5.0,1,365,"(400, 600]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,37,6.021023349349527
0.0,6.0,1.0,Centro,-22.9128302,-43.1812198,2,1.0,1.0,1.0,256.67,3.0,1125.0,358,12,72,4.92,1,293,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,5.551679696446243
0.0,0.0,24.0,Centro,-22.91692,-43.17774,3,1.0,1.0,1.0,770.5,4.0,365.0,90,0,0,4.92,24,365,"(600, 900]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,22,6.648336671803215
0.0,0.0,24.0,Centro,-22.91692,-43.17778,3,1.0,1.0,1.0,885.0,1.0,365.0,365,0,0,4.92,24,365,"(600, 900]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,22,6.786716950605081
0.0,0.0,24.0,Centro,-22.9171,-43.17748,2,1.0,1.0,1.0,542.25,4.0,365.0,365,1,8,5.0,24,357,"(400, 600]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,22,6.297569619136539
0.0,11.0,1.0,Centro,-22.91172,-43.18551,4,2.0,1.0,1.0,163.0,1.0,365.0,8,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,15,5.099866427824199
11.0,4.0,2.0,Centro,-22.9146746,-43.1846969,3,1.0,1.0,1.0,1729.0,2.0,25.0,364,2,0,5.0,2,365,"(1500, 3000]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,6,7.455876687491824
0.0,4.0,2.0,Centro,-22.89994268868302,-43.186100951709335,2,2.0,1.0,1.0,702.0,4.0,14.0,88,1,0,5.0,2,365,"(600, 900]","(0, 5]",False,True,False,False,False,False,False,False,False,False,True,False,False,16,6.555356891810665
0.0,6.0,1.0,Centro,-22.911343565581596,-43.17293018102646,2,1.0,1.0,1.0,422.0,1.0,90.0,363,28,78,4.89,1,287,"(400, 600]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,22,6.0473721790462776
0.0,2.0,1.0,Centro,-22.9087197,-43.1864071,2,1.0,1.0,1.0,262.5,2.0,365.0,364,4,12,5.0,1,353,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,14,5.574053367981417
0.0,2.0,2.0,Centro,-22.9095659,-43.1776722,4,1.0,1.0,2.0,364.04,1.0,30.0,357,30,156,5.0,2,209,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,25,5.900006936619147
0.0,2.0,2.0,Centro,-22.9095659,-43.1776722,4,1.0,1.0,2.0,364.04,1.0,30.0,334,20,102,4.9,2,263,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,29,5.900006936619147
11.0,8.0,6.0,Centro,-22.91203,-43.18667,3,1.0,1.0,1.0,342.5,2.0,1125.0,24,15,60,4.8,6,305,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,5.839187111662404
11.0,8.0,6.0,Centro,-22.91335,-43.18471,3,1.0,1.0,3.0,213.33,3.0,365.0,33,4,24,4.75,6,341,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,12,5.367516883349041
11.0,11.0,13.0,Centro,-22.9110775,-43.1882917,3,1.0,1.0,2.0,239.8,5.0,365.0,364,0,0,4.92,11,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.483966713434666
11.0,7.0,15.0,Centro,-22.9001411,-43.1799214,3,1.0,1.0,2.0,299.85,1.0,1125.0,84,124,255,4.91,6,110,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,38,5.7066118016663605
11.0,7.0,1.0,Centro,-22.9111996,-43.1937833,4,1.0,1.0,2.0,205.67,3.0,365.0,265,3,18,5.0,1,347,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,24,5.331123318273214
11.0,5.0,1.0,Centro,-22.903122676437352,-43.186130002141,4,1.0,1.0,1.0,343.81,1.0,1125.0,253,20,120,4.8,1,245,"(200, 400]","(5, 20]",False,False,False,False,False,False,True,False,False,False,False,False,False,18,5.842993540689164
11.0,10.0,8.0,Centro,-22.91399,-43.19024,2,1.0,1.0,1.0,139.34,2.0,60.0,82,80,114,4.89,5,251,"(0, 200]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,33,4.944068049824143
11.0,4.0,1.0,Centro,-22.9033934,-43.1867667,6,1.0,2.0,4.0,459.0,1.0,1125.0,41,15,90,5.0,1,275,"(400, 600]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,43,6.131226489483141
11.0,5.0,3.0,Centro,-22.91437,-43.17775,6,2.0,2.0,5.0,334.0,1.0,1125.0,192,5,30,4.6,3,335,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,15,5.814130531825066
11.0,2.0,1.0,Centro,-22.91211841069164,-43.18824178858252,3,1.0,1.0,1.0,416.53,2.0,365.0,332,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.034356397996796
10.0,11.0,1.0,Centro,-22.902058124601485,-43.18334908759178,4,1.0,1.0,2.0,236.0,1.0,365.0,21,8,0,5.0,1,365,"(200, 400]","(5, 20]",False,False,False,False,False,False,False,False,False,False,False,False,False,26,5.4680601411351315
10.0,4.0,1.0,Centro,-22.90822968199386,-43.17536886839122,2,1.0,1.0,2.0,373.0,1.0,1125.0,63,6,36,4.67,1,329,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,35,5.924255797414532
10.0,10.0,1.0,Centro,-22.9090653,-43.178308,2,1.0,1.0,1.0,194.0,2.0,7.0,79,26,108,5.0,1,257,"(0, 200]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,23,5.272999558563747
10.0,5.0,1.0,Centro,-22.9109,-43.18719,3,1.0,1.0,2.0,141.69,1.0,10.0,50,328,255,4.84,1,110,"(0, 200]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,21,4.960674444942484
9.0,4.0,1.0,Centro,-22.89965,-43.17908,5,1.0,1.0,3.0,1165.0,2.0,365.0,179,7,18,4.86,1,347,"(900, 1500]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,56,7.061334366910438
10.0,5.0,6.0,Centro,-22.91228,-43.18473,6,1.0,1.0,5.0,309.0,1.0,365.0,353,7,42,4.86,6,323,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,5.736572297479192
10.0,4.0,6.0,Centro,-22.90194430967369,-43.17612418145931,5,1.0,1.0,1.0,196.0,1.0,1125.0,365,7,42,5.0,1,323,"(0, 200]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,17,5.2832037287379885
10.0,8.0,3.0,Centro,-22.90002,-43.18451,4,1.0,2.0,2.0,1846.83,6.0,10.0,83,1,12,4.0,3,353,"(1500, 3000]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,14,7.521767256628175
10.0,6.0,1.0,Centro,-22.90577510335362,-43.194673294041245,3,1.0,1.0,2.0,684.0,1.0,20.0,179,4,6,5.0,1,359,"(600, 900]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,17,6.529418838262226
10.0,6.0,2.0,Centro,-22.90779,-43.17661,4,1.0,1.0,1.0,314.0,2.0,365.0,7,47,162,4.85,2,203,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,25,5.752572638825633
10.0,6.0,2.0,Centro,-22.899635175090157,-43.17914437301636,4,1.0,1.0,2.0,330.94,2.0,365.0,36,38,210,4.97,2,155,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,39,5.804954229692573
10.0,6.0,1.0,Centro,-22.90956594549742,-43.17767232656479,4,1.0,1.0,2.0,302.41,2.0,365.0,163,42,162,4.98,1,203,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,39,5.715085026160327
9.0,1.0,1.0,Centro,-22.9095182,-43.1942089,3,1.0,1.0,2.0,230.58,2.0,90.0,206,21,108,5.0,1,257,"(200, 400]","(20, 50]",False,False,False,False,False,False,False,False,False,False,False,False,False,49,5.444925386184127
9.0,5.0,1.0,Centro,-22.91392,-43.18694,4,1.0,1.0,2.0,409.0,2.0,365.0,335,3,18,5.0,1,347,"(400, 600]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,27,6.016157159698354
9.0,6.0,1.0,Centro,-22.9125034,-43.18585849999999,3,1.0,1.0,1.0,313.0,1.0,365.0,364,9,54,5.0,1,311,"(200, 400]","(5, 20]",False,False,False,False,True,False,False,False,False,False,False,False,False,21,5.749392985908253
9.0,8.0,2.0,Centro,-22.90903444971581,-43.17831315291749,3,1.0,1.0,1.0,230.52,1.0,1125.0,214,119,132,4.8,2,233,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,46,5.444666262883174
9.0,8.0,2.0,Centro,-22.907447069187807,-43.17666176137696,4,1.0,1.0,1.0,240.0,2.0,1125.0,365,89,204,4.81,2,161,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,33,5.484796933490655
9.0,4.0,1.0,Centro,-22.90973,-43.18954,2,1.0,1.0,1.0,285.0,2.0,1125.0,321,19,36,4.58,1,329,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,10,5.655991810819852
9.0,4.0,1.0,Centro,-22.89965,-43.17908,4,1.0,1.0,2.0,571.0,1.0,365.0,360,1,6,5.0,1,359,"(400, 600]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,6.349138991379798
7.0,8.0,2.0,Centro,-22.91237,-43.18623,2,2.0,1.0,2.0,202.37,3.0,7.0,362,0,0,4.92,2,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,5,5.315026980110984
9.0,2.0,2.0,Centro,-22.912213859084773,-43.18733087757961,4,2.0,2.0,1.0,239.65,1.0,240.0,307,43,138,4.88,2,227,"(200, 400]","(20, 50]",False,False,False,False,False,False,False,False,False,False,False,False,False,31,5.483343595749118
9.0,2.0,2.0,Centro,-22.9122,-43.1874,2,1.0,1.0,1.0,268.0,1.0,1125.0,253,139,255,4.96,2,110,"(200, 400]","(50, 1000]",False,False,False,False,False,False,False,False,False,False,False,False,False,46,5.594711379601839
9.0,4.0,1.0,Centro,-22.903357408175168,-43.18672209978104,4,1.0,1.0,2.0,234.0,1.0,1125.0,335,30,180,4.8,1,185,"(200, 400]","(20, 50]",False,False,False,False,True,False,False,False,False,False,False,False,False,19,5.459585514144159
8.0,8.0,1.0,Centro,-22.9129474,-43.1812563,4,1.0,2.0,2.0,174.03,1.0,365.0,297,74,255,4.72,1,110,"(0, 200]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,5.164957387802744
8.0,10.0,1.0,Centro,-22.9161924,-43.1884025,4,1.0,1.0,2.0,772.33,3.0,1125.0,89,2,0,5.0,1,365,"(600, 900]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,18,6.650705865638129
8.0,8.0,4.0,Centro,-22.91005,-43.18724,2,1.0,1.0,2.0,177.0,2.0,31.0,256,78,102,4.82,4,263,"(0, 200]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,True,False,22,5.181783550292085
8.0,8.0,4.0,Centro,-22.90922,-43.18921,4,1.0,1.0,3.0,245.5,2.0,31.0,259,67,42,4.82,4,323,"(200, 400]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,True,False,21,5.5073619934827445
8.0,8.0,4.0,Centro,-22.91082,-43.18732,2,1.0,1.0,2.0,177.0,2.0,31.0,256,114,114,4.9,4,251,"(0, 200]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,True,False,24,5.181783550292085
8.0,8.0,4.0,Centro,-22.91132,-43.18777,3,1.0,1.0,3.0,234.0,2.0,31.0,259,82,60,4.84,4,305,"(200, 400]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,True,False,21,5.459585514144159
8.0,2.0,1.0,Centro,-22.90631,-43.18416,4,1.0,1.0,2.0,283.5,2.0,365.0,64,7,42,4.86,1,323,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,11,5.6507332535663855
8.0,7.0,1.0,Centro,-22.9076077,-43.17637329999999,2,1.0,1.0,1.0,348.5,2.0,365.0,85,9,54,4.67,1,311,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,27,5.856503561673865
8.0,0.0,1.0,Centro,-22.9142882,-43.1891589,4,1.0,1.0,3.0,300.0,1.0,90.0,86,2,12,5.0,1,353,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,36,5.707110264748875
8.0,6.0,1.0,Centro,-22.91365,-43.1841,4,1.0,1.0,2.0,320.0,1.0,365.0,365,3,18,5.0,1,347,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,5.771441123130016
8.0,6.0,2.0,Centro,-22.89965,-43.17908,4,1.0,1.0,2.0,353.88,2.0,365.0,96,1,6,4.0,1,359,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,29,5.871779704162003
8.0,10.0,2.0,Centro,-22.9057948,-43.1915517,3,1.0,1.0,2.0,308.12,1.0,365.0,350,37,222,4.7,2,143,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,5.733729551024153
8.0,9.0,1.0,Centro,-22.91377354506579,-43.185401841305904,4,1.0,1.0,1.0,252.0,1.0,365.0,354,21,48,4.76,1,317,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.53338948872752
8.0,6.0,2.0,Centro,-22.9052835,-43.1804274,4,1.0,1.0,1.0,428.5,2.0,730.0,89,9,54,4.56,1,311,"(400, 600]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,6.06262174142431
8.0,1.0,1.0,Centro,-22.90131,-43.18373,4,1.0,1.0,1.0,188.5,2.0,1125.0,114,3,18,5.0,1,347,"(0, 200]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,26,5.244389024522481
8.0,10.0,5.0,Centro,-22.90903,-43.18583,2,1.0,1.0,1.0,182.59,1.0,365.0,234,234,180,4.37,5,185,"(0, 200]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,False,True,21,5.212705010472114
8.0,10.0,5.0,Centro,-22.90702,-43.18484,5,1.0,1.0,4.0,331.0,1.0,15.0,218,5,30,3.4,5,335,"(200, 400]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,False,True,21,5.805134968916488
3.0,5.0,1.0,Centro,-22.90931,-43.19526,4,1.0,1.0,2.0,1027.5,2.0,365.0,364,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,6.935856709093012
8.0,10.0,5.0,Centro,-22.90909,-43.18437,2,1.0,1.0,1.0,182.59,1.0,1125.0,218,159,114,4.35,5,251,"(0, 200]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,False,True,21,5.212705010472114
8.0,10.0,5.0,Centro,-22.90849,-43.18425,2,1.0,1.0,2.0,182.59,1.0,120.0,239,98,114,4.54,5,251,"(0, 200]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,False,True,17,5.212705010472114
8.0,10.0,5.0,Centro,-22.9071,-43.18456,2,1.0,1.0,1.0,182.59,2.0,500.0,218,77,36,4.29,5,329,"(0, 200]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,False,True,17,5.212705010472114
8.0,1.0,1.0,Centro,-22.9149489,-43.1886691,2,1.0,1.0,1.0,285.5,2.0,30.0,179,34,48,5.0,1,317,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,30,5.6577385361547945
7.0,8.0,2.0,Centro,-22.91078,-43.18808,5,2.0,3.0,4.0,568.31,1.0,10.0,163,0,0,4.92,2,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,24,6.344425101233997
7.0,9.0,3.0,Centro,-22.90999092744768,-43.17731725091432,4,1.0,1.0,2.0,369.0,1.0,30.0,241,2,12,5.0,2,353,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,34,5.91350300563827
7.0,5.0,1.0,Centro,-22.8987668,-43.1798288,3,1.0,1.0,2.0,199.71,2.0,89.0,84,52,228,4.96,1,137,"(0, 200]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,28,5.301861080171402
7.0,7.0,1.0,Centro,-22.91248,-43.18382,2,1.0,1.0,1.0,280.0,2.0,1125.0,328,4,0,5.0,1,365,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,24,5.638354669333745
7.0,4.0,1.0,Centro,-22.9121999363743,-43.18293012678623,6,1.0,2.0,6.0,410.83,2.0,1125.0,175,43,42,4.86,1,323,"(400, 600]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,32,6.020610642838686
7.0,8.0,11.0,Centro,-22.9095659,-43.1776722,4,1.0,1.0,2.0,712.5,2.0,28.0,96,9,6,5.0,4,359,"(600, 900]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,45,6.570182436916891
7.0,6.0,1.0,Centro,-22.907051367066654,-43.18498692432861,3,1.0,1.0,2.0,314.0,2.0,30.0,116,3,6,5.0,1,359,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,39,5.752572638825633
7.0,4.0,1.0,Centro,-22.912672117193903,-43.18943951278925,2,1.0,1.0,1.0,223.67,1.0,4.0,87,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,9,5.414632658929385
7.0,5.0,10.0,Centro,-22.9001411,-43.1799214,2,1.0,1.0,1.0,300.0,1.0,1125.0,82,23,102,4.91,8,263,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,35,5.707110264748875
7.0,5.0,10.0,Centro,-22.89900239705306,-43.18015588472274,2,1.0,1.0,1.0,277.0,1.0,90.0,33,5,30,5.0,8,335,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,29,5.627621113690637
7.0,5.0,10.0,Centro,-22.90094,-43.18037,2,1.0,1.0,1.0,261.0,1.0,90.0,36,3,18,5.0,8,347,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,31,5.568344503761097
7.0,5.0,10.0,Centro,-22.90014,-43.17992,4,1.0,1.0,2.0,362.0,1.0,1125.0,83,25,90,4.96,8,275,"(200, 400]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,35,5.8944028342648505
7.0,5.0,10.0,Centro,-22.9001411,-43.1799214,2,1.0,1.0,1.0,318.0,1.0,1125.0,68,14,60,5.0,8,305,"(200, 400]","(5, 20]",False,False,False,False,False,False,False,True,False,False,False,False,False,30,5.765191102784844
7.0,5.0,10.0,Centro,-22.9001411,-43.1799214,2,1.0,1.0,1.0,294.0,1.0,1125.0,60,16,72,4.94,8,293,"(200, 400]","(5, 20]",False,False,False,False,False,False,False,True,False,False,False,False,False,30,5.68697535633982
7.0,5.0,10.0,Centro,-22.9001411,-43.1799214,2,1.0,1.0,1.0,1239.0,3.0,1125.0,21,33,72,5.0,8,293,"(900, 1500]","(20, 50]",False,False,False,False,False,False,False,True,False,False,False,False,False,35,7.122866658599083
7.0,5.0,10.0,Centro,-22.899397556036543,-43.1793471634865,2,1.0,1.0,1.0,285.0,1.0,90.0,36,8,48,5.0,8,317,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,30,5.655991810819852
7.0,4.0,5.0,Centro,-22.912735,-43.185345,4,1.0,1.0,2.0,171.0,1.0,365.0,120,24,0,4.79,5,365,"(0, 200]","(20, 50]",False,True,False,False,False,False,False,False,False,False,False,True,False,7,5.147494476813453
7.0,4.0,5.0,Centro,-22.9132556,-43.1857359,2,1.0,1.0,1.0,115.0,1.0,365.0,120,1,0,5.0,5,365,"(0, 200]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,5,4.7535901911063645
7.0,0.0,1.0,Centro,-22.91540763547183,-43.18817730370483,3,1.0,1.0,2.0,320.0,2.0,15.0,74,5,0,5.0,1,365,"(200, 400]","(0, 5]",False,False,False,False,True,False,False,False,False,False,False,False,False,28,5.771441123130016
6.0,6.0,1.0,Centro,-22.9102,-43.17671,4,1.0,1.0,3.0,306.98,1.0,25.0,68,182,174,4.93,1,191,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,35,5.730034845800267
6.0,6.0,1.0,Centro,-22.900385069079388,-43.17795313039343,2,1.0,1.0,1.0,302.41,2.0,15.0,264,1,6,5.0,1,359,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.715085026160327
5.0,3.0,3.0,Centro,-22.9052835,-43.1804274,5,1.0,1.0,2.0,297.0,1.0,365.0,364,3,18,5.0,3,347,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.697093486505405
6.0,5.0,1.0,Centro,-22.91189674836197,-43.17630981471892,4,1.0,1.0,4.0,329.0,1.0,365.0,337,51,78,4.96,1,287,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,28,5.799092654460526
6.0,7.0,25.0,Centro,-22.9080628,-43.1919829,3,1.0,1.0,1.0,221.39,2.0,365.0,237,0,0,4.92,24,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,5.404432597336738
6.0,1.0,1.0,Centro,-22.909832716521983,-43.195348735043765,4,1.0,1.0,2.0,856.0,1.0,365.0,365,0,0,4.92,1,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,3,6.75343791859778
6.0,11.0,3.0,Centro,-22.91072,-43.1774,4,1.0,1.0,2.0,198.62,1.0,89.0,131,92,255,4.93,3,110,"(0, 200]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,18,5.29641555925844
6.0,11.0,3.0,Centro,-22.91072,-43.1774,4,1.0,1.0,2.0,238.0,1.0,89.0,71,289,255,4.96,3,110,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,23,5.476463551931511
5.0,4.0,17.0,Centro,-22.9109625,-43.1847934,4,1.0,1.0,1.0,229.0,1.0,365.0,364,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,5.438079308923196
