hosts_time_as_user_months,hosts_time_as_host_months,host_listings_count,neighbourhood_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,estimated_occupancy_l365d,review_scores_rating,calculated_host_listings_count,vacancia_dias,faixa_preco,faixa_reviews,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Other,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in hotel,numero_amenities,log_price
5.0,0.0,1.0,Other,-22.97561053376064,-43.284655207495575,2,1.0,1.0,1.0,219.11,1.0,365.0,365,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,5,5.394127421394012
4.0,5.0,27.0,Barra da Tijuca,-23.009318541188463,-43.32802640684895,2,1.0,1.0,2.0,704.0,3.0,28.0,5,0,0,4.92,19,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.558197802812269
2.0,11.0,1.0,Copacabana,-22.96339,-43.17379,3,1.0,1.0,2.0,354.0,2.0,365.0,180,14,84,4.93,1,281,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,5.872117789475416
1.0,5.0,11.0,Leme,-22.96033895819573,-43.168938759339895,2,1.0,1.0,1.0,154.52,1.0,365.0,365,0,0,4.92,11,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,4,5.046774340712129
8.0,8.0,72.0,Ipanema,-22.98495,-43.19484,2,1.0,1.0,1.0,785.5,2.0,1125.0,351,0,0,4.92,69,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.667592722498332
11.0,11.0,1.0,Jacarepaguá,-22.97342,-43.35709,4,2.0,2.0,3.0,1712.0,2.0,10.0,358,0,0,4.92,1,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,0,7.44600149832412
1.0,8.0,1.0,Other,-22.91448126488705,-43.37782867849008,1,1.0,1.0,1.0,136.94,1.0,365.0,365,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,5,4.926818808003145
2.0,2.0,73.0,Copacabana,-22.963473011616404,-43.17828031407265,2,1.0,1.0,1.0,434.79,4.0,365.0,333,0,0,4.92,72,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,6.0771604759416045
7.0,0.0,169.0,Recreio dos Bandeirantes,-22.99963,-43.43438,5,2.0,2.0,6.0,1000.0,1.0,365.0,364,0,0,4.92,169,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.90875477931522
4.0,6.0,2.0,Flamengo,-22.928603903781685,-43.17496027095727,4,1.0,1.0,1.0,457.0,1.0,365.0,269,0,0,4.92,2,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,6.126869184114185
5.0,5.0,2.0,Centro,-22.91284,-43.186,4,1.0,1.0,1.0,913.0,1.0,365.0,177,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.81783057145415
7.0,0.0,169.0,Jacarepaguá,-22.97159331626305,-43.38758543876733,4,2.0,2.0,3.0,1110.0,1.0,365.0,364,0,0,4.92,169,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,7.01301578963963
11.0,11.0,3.0,Copacabana,-22.967136258527244,-43.17795551447232,2,0.5,1.0,2.0,400.0,1.0,365.0,310,19,24,5.0,3,341,"(200, 400]","(5, 20]",False,True,False,False,False,False,False,False,False,False,False,True,False,4,5.993961427306569
8.0,8.0,72.0,Copacabana,-22.97523,-43.19485,5,1.0,1.0,1.0,1712.0,1.0,365.0,365,0,0,4.92,69,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,2,7.44600149832412
5.0,2.0,1.0,Copacabana,-22.97213,-43.18934,6,2.0,1.0,3.0,1222.71,7.0,1125.0,365,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,7.109642506895799
1.0,1.0,6.0,Ipanema,-22.98557,-43.19467,4,1.0,1.0,1.0,856.0,2.0,365.0,356,0,0,4.92,6,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,3,6.75343791859778
7.0,6.0,28.0,Copacabana,-22.9652439,-43.1797107,4,1.0,1.0,2.0,324.6,5.0,365.0,342,1,0,5.0,27,365,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,5.785669634128385
4.0,4.0,1.0,Copacabana,-22.9771923,-43.1929646,6,1.0,1.0,3.0,502.12,3.0,365.0,360,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.2208287102352475
9.0,2.0,16.0,Copacabana,-22.97645,-43.19068,4,1.0,1.0,2.0,388.0,3.0,365.0,295,0,0,4.92,14,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,5.963579343618446
4.0,4.0,4.0,Copacabana,-22.96125,-43.17448,2,1.0,1.0,1.0,1195.96,1.0,365.0,67,0,0,4.92,4,365,"(900, 1500]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,5,7.087540288124095
9.0,9.0,5.0,Leblon,-22.98113,-43.22196,6,2.0,2.0,2.0,668.8,1.0,365.0,354,0,0,4.92,5,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,10,6.506979160360104
8.0,3.0,1.0,Centro,-22.9107213,-43.1769676,2,1.0,1.0,1.0,109.55,1.0,365.0,363,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,7,4.705467907303455
6.0,6.0,1.0,Copacabana,-22.963503745120256,-43.19281809031963,5,2.0,2.0,2.0,1095.0,1.0,365.0,363,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,6.999422467507961
7.0,4.0,1.0,Copacabana,-22.974680987132967,-43.1893123999667,3,1.0,1.0,1.0,417.0,2.0,365.0,363,2,0,5.0,1,365,"(400, 600]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.035481432524756
5.0,5.0,3.0,Other,-22.9979265,-43.3151993,1,1.0,1.0,1.0,216.0,2.0,7.0,364,0,0,4.92,3,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,10,5.37989735354046
0.0,3.0,2.0,Other,-22.915780728799557,-43.22451726607238,2,1.0,1.0,1.0,203.5,2.0,365.0,365,6,36,4.5,2,329,"(200, 400]","(5, 20]",False,True,False,False,False,False,False,False,False,False,False,True,False,12,5.320567975482857
5.0,5.0,1.0,Other,-22.92658,-43.25002,4,1.0,3.0,2.0,273.88,1.0,365.0,365,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,5.61633463879589
0.0,0.0,4.0,Other,-22.99314,-43.43771,1,0.5,1.0,1.0,82.16,1.0,365.0,362,0,0,4.92,4,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,5,4.420766462989812
2.0,10.0,2.0,Recreio dos Bandeirantes,-23.01845,-43.4722,2,1.0,1.0,1.0,286.0,1.0,3.0,365,3,0,5.0,2,365,"(200, 400]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,14,5.659482215759621
3.0,1.0,5.0,Other,-22.9559,-43.33847,3,1.0,1.0,3.0,376.67,3.0,1125.0,365,1,0,5.0,5,365,"(200, 400]","(0, 5]",False,False,False,False,True,False,False,False,False,False,False,False,False,11,5.934020798446277
2.0,1.0,1.0,Ipanema,-22.981393869953745,-43.19961302943041,4,1.0,1.0,1.0,662.0,5.0,365.0,207,0,0,4.92,1,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.4967749901858625
9.0,0.0,10.0,Tijuca,-22.91643,-43.22859,8,4.0,1.0,4.0,103.0,1.0,365.0,365,4,24,4.5,10,341,"(0, 200]","(0, 5]",False,False,True,False,False,False,False,True,False,False,False,False,False,4,4.6443908991413725
11.0,11.0,1.0,Other,-22.95902,-43.19932,5,2.0,1.0,5.0,1491.0,1.0,14.0,358,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,7.307872780763706
10.0,2.0,1.0,Botafogo,-22.958432637830835,-43.19374665344238,2,1.0,1.0,1.0,274.0,3.0,365.0,332,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,5.616771097666572
5.0,4.0,1.0,Laranjeiras,-22.937,-43.19203,4,2.0,2.0,2.0,1192.6,5.0,365.0,363,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,7.084729229449496
10.0,10.0,2.0,Other,-22.8909976,-43.2971492,4,1.0,2.0,2.0,1256.0,1.0,365.0,365,1,0,5.0,2,365,"(900, 1500]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,11,7.136483208590247
5.0,2.0,2.0,Laranjeiras,-22.934914335325065,-43.19233625832133,2,1.0,1.0,1.0,137.0,2.0,365.0,49,0,0,4.92,2,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,8,4.927253685157205
3.0,2.0,1.0,Other,-22.91403,-43.23085,6,1.0,3.0,3.0,1712.0,1.0,1125.0,365,0,0,4.92,1,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,7.44600149832412
8.0,6.0,3.0,Botafogo,-22.94086,-43.17743,1,1.0,1.0,1.0,252.0,1.0,365.0,364,1,6,5.0,3,359,"(200, 400]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,16,5.53338948872752
5.0,5.0,1.0,Other,-22.88301,-43.28625,6,2.0,2.0,2.0,1177.8,5.0,1125.0,365,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,12,7.0722522508635395
1.0,1.0,2.0,Copacabana,-22.96296,-43.19222,4,1.0,1.0,3.0,799.0,2.0,6.0,357,2,0,4.5,2,365,"(600, 900]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.684611727667927
5.0,4.0,1.0,Leblon,-22.98737350855595,-43.22393205327224,2,0.5,1.0,1.0,1128.4,1.0,365.0,365,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,8,7.029441797238737
1.0,1.0,1.0,Tijuca,-22.91862,-43.2128,4,1.0,1.0,1.0,219.11,1.0,365.0,365,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.394127421394012
2.0,1.0,1.0,Vidigal,-22.9948992667944,-43.2344920397254,1,1.0,1.0,1.0,172.0,1.0,365.0,365,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,False,False,True,False,False,False,False,False,False,False,False,False,6,5.153291594497779
3.0,3.0,1.0,Other,-22.97183,-43.49666,2,1.0,1.0,1.0,571.0,1.0,365.0,365,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,7,6.349138991379798
8.0,8.0,3.0,Campo Grande,-22.9081,-43.55846,3,1.0,1.0,1.0,286.0,1.0,365.0,363,2,12,5.0,3,353,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,10,5.659482215759621
8.0,6.0,1.0,Other,-22.9190635,-43.3892067,2,1.0,1.0,1.0,183.0,2.0,365.0,349,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,5.214935757608986
4.0,2.0,3.0,Other,-22.9237738,-43.2600427,3,1.0,1.0,1.0,262.5,4.0,365.0,365,3,16,5.0,3,349,"(200, 400]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,11,5.574053367981417
3.0,3.0,4.0,Campo Grande,-22.90807890481421,-43.55824225046689,2,1.0,1.0,1.0,194.0,1.0,365.0,361,4,24,5.0,4,341,"(0, 200]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,5.272999558563747
11.0,11.0,2.0,Camorim,-22.98143492472061,-43.42321731347638,2,1.0,1.0,1.0,274.0,5.0,365.0,264,0,0,4.92,2,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,13,5.616771097666572
0.0,0.0,1.0,Other,-22.86915161938118,-43.26544657687922,1,0.5,1.0,1.0,99.51,1.0,365.0,365,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,10,4.610257225036649
5.0,5.0,6.0,Other,-22.80644,-43.20959,2,1.0,1.0,1.0,269.0,1.0,999.0,113,82,204,4.87,6,161,"(200, 400]","(50, 1000]",False,True,False,False,False,False,False,False,False,False,False,True,False,6,5.598421958998375
8.0,8.0,1.0,Copacabana,-22.9639565,-43.17459580000001,4,1.0,1.0,1.0,1883.0,1.0,365.0,14,2,12,5.0,1,353,"(1500, 3000]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,7.5411524551363085
7.0,8.0,1.0,Other,-22.97533,-43.23013,2,1.0,1.0,1.0,1193.33,3.0,365.0,365,0,0,4.92,1,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,7.085340637675651
10.0,2.0,4.0,Copacabana,-22.9683537,-43.1823213,4,1.0,1.0,2.0,369.0,1.0,365.0,48,0,0,4.92,4,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.91350300563827
7.0,7.0,1.0,Jacarepaguá,-22.97034013617122,-43.39375015285614,5,2.0,2.0,2.0,2055.0,1.0,365.0,363,3,0,5.0,1,365,"(1500, 3000]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,7.628517626575055
1.0,0.0,2.0,Recreio dos Bandeirantes,-23.0281121206138,-43.47257734319908,8,4.0,2.0,2.0,891.03,2.0,365.0,87,0,0,4.92,1,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,6.793499764301452
6.0,6.0,3.0,Glória,-22.91669,-43.17675,2,2.0,1.0,1.0,174.5,2.0,365.0,321,22,36,4.77,3,329,"(0, 200]","(20, 50]",False,True,False,False,False,False,False,False,False,False,False,True,False,6,5.167639042905921
4.0,7.0,2.0,Copacabana,-22.978790035902428,-43.19007989019156,4,1.0,1.0,2.0,428.0,2.0,365.0,76,7,24,4.57,2,341,"(400, 600]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,6.061456918928017
2.0,4.0,1.0,Botafogo,-22.954031,-43.191094,3,2.0,2.0,1.0,984.5,4.0,10.0,90,1,0,5.0,1,365,"(900, 1500]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.893149126592775
6.0,6.0,17.0,Leblon,-22.9850429,-43.2177775,2,1.0,2.0,2.0,685.0,3.0,365.0,16,0,0,4.92,7,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,19,6.530877627725885
5.0,4.0,9.0,Botafogo,-22.95679,-43.19598,1,5.0,1.0,9.0,66.0,1.0,365.0,352,1,6,5.0,9,359,"(0, 200]","(0, 5]",False,False,True,False,False,False,False,True,False,False,False,False,False,11,4.204692619390966
7.0,6.0,1.0,Ipanema,-22.984536639884784,-43.2135391965268,2,1.0,1.0,1.0,780.0,3.0,365.0,351,0,0,4.92,1,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,6.660575149839686
11.0,11.0,23.0,Botafogo,-22.94071,-43.17972,2,4.0,1.0,1.0,356.96,4.0,365.0,365,1,8,5.0,23,357,"(200, 400]","(0, 5]",False,True,False,False,False,False,False,False,False,False,True,False,False,6,5.880421248314658
10.0,2.0,1.0,São Conrado,-22.99872547004909,-43.25779263082177,4,1.0,1.0,1.0,547.76,1.0,7.0,62,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,False,True,13,6.307661187457964
2.0,1.0,1.0,Copacabana,-22.98110351105727,-43.190877847373486,1,2.0,1.0,1.0,240.1,1.0,365.0,358,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,9,5.485211785187126
4.0,4.0,3.0,Vidigal,-22.99588072827261,-43.23929540812969,2,1.0,1.0,1.0,210.0,1.0,365.0,365,3,18,4.67,3,347,"(200, 400]","(0, 5]",False,False,False,True,False,False,False,False,False,False,False,False,False,13,5.351858133476067
1.0,1.0,2.0,Santa Teresa,-22.92281,-43.1889,2,1.5,2.0,2.0,240.0,2.0,1125.0,179,0,0,4.92,2,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,14,5.484796933490655
5.0,5.0,3.0,Centro,-22.917856,-43.1772159,3,1.0,1.0,2.0,543.2,5.0,30.0,270,0,0,4.92,3,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.299316826349146
8.0,2.0,2.0,Copacabana,-22.97382,-43.19383,5,2.0,1.0,5.0,468.0,1.0,365.0,365,0,0,4.92,2,365,"(400, 600]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,10,6.150602768446279
7.0,6.0,2.0,Santa Teresa,-22.92408,-43.18865,2,2.0,1.0,1.0,229.0,1.0,365.0,174,0,0,4.92,1,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,5,5.438079308923196
5.0,2.0,9.0,Ipanema,-22.98477,-43.2091,4,1.0,2.0,3.0,702.0,2.0,90.0,36,29,96,4.72,7,269,"(600, 900]","(20, 50]",False,False,False,False,False,True,False,False,False,False,False,False,False,11,6.555356891810665
2.0,6.0,4.0,Santa Teresa,-22.91437,-43.18027,2,1.0,1.0,3.0,345.09,1.0,365.0,364,0,0,4.92,4,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,True,False,False,9,5.846698856840462
5.0,11.0,2.0,Copacabana,-22.97392,-43.19074,4,1.0,2.0,3.0,896.0,2.0,365.0,216,1,6,5.0,1,359,"(600, 900]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,6,6.799055862058796
4.0,6.0,1.0,Copacabana,-22.9714887,-43.1854783,3,1.0,1.0,2.0,623.0,3.0,4.0,211,0,0,4.92,1,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,6.436150368369428
3.0,2.0,2.0,Copacabana,-22.96578663633373,-43.180540835540974,1,1.0,1.0,2.0,234.0,2.0,365.0,179,0,0,4.92,2,365,"(200, 400]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,11,5.459585514144159
4.0,3.0,2.0,Centro,-22.91674,-43.18806,4,1.0,1.0,2.0,182.67,3.0,89.0,169,1,0,5.0,2,365,"(0, 200]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,5.213140669140444
5.0,5.0,13.0,Copacabana,-22.9735934,-43.1909905,4,1.0,1.0,1.0,1369.41,1.0,365.0,365,0,0,4.92,13,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,7.222865244122808
11.0,8.0,14.0,Copacabana,-22.96878,-43.1822,6,3.0,2.0,3.0,2112.0,1.0,365.0,270,0,0,4.92,13,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,7.655864017616056
6.0,6.0,1.0,Jacarepaguá,-22.9728844,-43.4136882,2,1.0,1.0,1.0,134.0,1.0,29.0,357,3,6,4.67,1,359,"(0, 200]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,11,4.90527477843843
11.0,7.0,10.0,Copacabana,-22.96649380229543,-43.18144728873337,2,1.0,1.0,1.0,716.66,5.0,365.0,365,0,0,4.92,10,365,"(600, 900]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,2,6.575995919289428
4.0,4.0,53.0,Leme,-22.96245,-43.17202,2,2.0,1.0,1.0,1577.0,1.0,365.0,89,0,0,4.92,43,365,"(1500, 3000]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,6,7.363913501405819
7.0,6.0,28.0,Copacabana,-22.96245,-43.17402,4,1.0,1.0,1.0,268.2,5.0,365.0,340,0,0,4.92,27,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,5.595454597770573
9.0,8.0,4.0,Copacabana,-22.97923,-43.18902,2,1.0,1.0,1.0,281.67,3.0,89.0,74,201,114,4.7,4,251,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,15,5.644280139507093
1.0,1.0,1.0,Copacabana,-22.9662783,-43.1771345,4,1.0,2.0,2.0,559.2,1.0,30.0,265,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.328293862826008
4.0,4.0,1.0,Ipanema,-22.985226921714727,-43.20049925969936,2,1.0,1.0,1.0,357.67,3.0,365.0,353,12,36,5.0,1,329,"(200, 400]","(5, 20]",False,True,False,False,False,False,False,False,False,False,False,True,False,5,5.882402745690731
1.0,1.0,3.0,Copacabana,-22.97821,-43.1916,2,1.0,1.0,1.0,1030.9,10.0,1125.0,358,0,0,4.92,3,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,6.939157042121669
0.0,5.0,26.0,Copacabana,-22.96702,-43.1799,3,1.0,1.0,2.0,625.0,1.0,365.0,65,3,18,5.0,25,347,"(600, 900]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,7,6.439350371100098
4.0,4.0,5.0,Leblon,-22.9824829,-43.2232223,3,1.0,1.0,1.0,710.0,1.0,365.0,77,3,18,5.0,5,347,"(600, 900]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.566672429803241
8.0,4.0,1.0,Centro,-22.9110757,-43.1776542,2,1.0,1.0,1.0,408.0,2.0,15.0,158,1,6,5.0,1,359,"(400, 600]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.013715156042802
0.0,3.0,9.0,Ipanema,-22.98638,-43.20155,6,1.0,1.0,6.0,1084.35,1.0,1125.0,86,0,0,4.92,9,365,"(900, 1500]","(-1, 0]",False,True,False,False,False,False,False,False,True,False,False,False,False,12,6.989657794601771
0.0,5.0,3.0,Leme,-22.96362,-43.17071,2,1.0,1.0,2.0,357.67,3.0,60.0,325,75,48,4.89,3,317,"(200, 400]","(50, 1000]",False,False,False,False,False,True,False,False,False,False,False,False,False,21,5.882402745690731
4.0,5.0,2.0,Copacabana,-22.96075,-43.17588,2,1.0,1.0,1.0,343.0,1.0,365.0,116,0,0,4.92,2,365,"(200, 400]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,9,5.840641657373398
7.0,1.0,1.0,Copacabana,-22.967019715695404,-43.187455567981104,1,1.0,1.0,1.0,146.07,1.0,365.0,365,0,0,4.92,1,365,"(0, 200]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,4,4.990908663912222
3.0,3.0,5.0,Camorim,-22.9808971,-43.4224405,4,1.0,1.0,1.0,426.8,5.0,365.0,341,3,0,5.0,4,365,"(400, 600]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,False,True,8,6.0586557966483054
4.0,4.0,53.0,Copacabana,-22.96331,-43.17395,4,1.0,1.0,3.0,446.0,1.0,365.0,358,2,12,4.5,43,353,"(400, 600]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,6,6.102558594613569
4.0,7.0,1.0,Copacabana,-22.97205,-43.18865,8,2.0,3.0,4.0,1711.77,1.0,365.0,363,0,0,4.92,1,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,8,7.445867221942258
11.0,7.0,10.0,Copacabana,-22.96616932228276,-43.18295109926729,2,1.0,1.0,1.0,788.42,5.0,365.0,365,0,0,4.92,10,365,"(600, 900]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,4,6.671298498605802
3.0,6.0,1.0,Copacabana,-22.96805285853054,-43.18375055593235,2,1.0,1.0,1.0,383.21,1.0,365.0,39,17,102,4.94,1,263,"(200, 400]","(5, 20]",False,False,False,False,False,True,False,False,False,False,False,False,False,10,5.95118927810609
1.0,7.0,2.0,Copacabana,-22.96844,-43.18345,15,3.0,2.0,1.0,1744.43,7.0,30.0,89,0,0,4.92,2,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,7.464756222618624
4.0,7.0,2.0,Copacabana,-22.968412680125446,-43.18722778467914,4,1.0,1.0,1.0,457.0,1.0,365.0,87,0,0,4.92,2,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,5,6.126869184114185
11.0,11.0,2.0,Copacabana,-22.96881,-43.18386,4,1.0,2.0,2.0,930.1,10.0,30.0,365,0,0,4.92,2,365,"(900, 1500]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,16,6.836366682894484
11.0,11.0,1.0,Leblon,-22.9821145,-43.22308899999999,2,1.0,1.0,1.0,423.0,1.0,365.0,80,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,4,6.049733455231958
3.0,3.0,8.0,Copacabana,-22.97018,-43.18561,10,4.0,4.0,6.0,2355.86,7.0,365.0,364,0,0,4.92,8,365,"(1500, 3000]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,12,7.765085503632783
2.0,2.0,73.0,Copacabana,-22.98557,-43.19254,10,4.0,4.0,4.0,2624.8,5.0,365.0,352,0,0,4.92,72,365,"(1500, 3000]","(-1, 0]",False,False,False,True,False,False,False,False,False,False,False,False,False,4,7.87314089050001
7.0,0.0,169.0,Barra da Tijuca,-22.97896,-43.40778,4,1.0,1.0,1.0,900.0,1.0,365.0,359,0,0,4.92,169,365,"(600, 900]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,3,6.803505257608338
2.0,2.0,1.0,Botafogo,-22.94648,-43.18277,3,1.0,1.0,1.0,456.47,1.0,7.0,347,0,0,4.92,1,365,"(400, 600]","(-1, 0]",False,False,False,False,False,True,False,False,False,False,False,False,False,3,6.12571130879503
5.0,5.0,2.0,Botafogo,-22.95273,-43.18987,2,1.0,1.0,1.0,683.67,3.0,7.0,364,0,0,4.92,2,365,"(600, 900]","(-1, 0]",False,True,False,False,False,False,False,False,False,False,False,True,False,3,6.528936970357715
5.0,5.0,2.0,Botafogo,-22.9536535,-43.19106379999999,2,1.0,1.0,1.0,437.0,3.0,7.0,360,1,6,5.0,2,359,"(400, 600]","(0, 5]",False,True,False,False,False,False,False,False,False,False,False,True,False,7,6.082218910376446
1.0,5.0,1.0,Campo Grande,-22.8803336,-43.6204524,5,1.0,2.0,3.0,222.0,1.0,365.0,342,5,30,3.8,1,335,"(200, 400]","(0, 5]",False,False,False,False,False,True,False,False,False,False,False,False,False,3,5.407171771460119
